Num,Gender,Age,Education Level,Institution Type,IT Student,Location,Load-shedding,Financial Condition,Internet Type,Network Type,Class Duration,Self Lms,Device,Adaptivity Level
253,Boy,16-20,College,Government,No,No,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
254,Boy,21-25,University,Government,No,No,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
255,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Wifi,3G,1月3日,No,Mobile,Moderate
256,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
257,Boy,16-20,College,Government,No,Yes,High,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
258,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
259,Boy,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
260,Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,4G,1月3日,No,Mobile,High
261,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
262,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,3月6日,Yes,Mobile,Low
263,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,3月6日,No,Mobile,Moderate
264,Boy,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Low
265,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
266,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Wifi,4G,1月3日,No,Mobile,Moderate
267,Girl,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
268,Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,Yes,Mobile,Low
269,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
270,Boy,21-25,University,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,Yes,Mobile,High
271,Boy,11月15日,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
272,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Mobile,Moderate
273,Boy,11月15日,School,Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
274,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
275,Girl,6月10日,School,Non Government,No,Yes,Low,Mid,Mobile Data,2G,1月3日,No,Mobile,Low
276,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
277,Girl,16-20,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
278,Girl,21-25,University,Government,No,No,Low,Mid,Mobile Data,2G,1月3日,No,Mobile,Low
279,Boy,21-25,University,Non Government,No,No,Low,Poor,Mobile Data,4G,1月3日,Yes,Mobile,Low
280,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
281,Boy,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
282,Girl,16-20,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
283,Girl,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,1月3日,No,Mobile,Low
284,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,1月3日,Yes,Computer,High
285,Boy,21-25,University,Non Government,No,No,Low,Mid,Mobile Data,4G,1月3日,Yes,Mobile,Moderate
286,Boy,21-25,College,Government,Yes,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
287,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,3月6日,Yes,Mobile,Moderate
288,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
289,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
290,Boy,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
291,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
292,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
293,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
294,Girl,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,Yes,Mobile,Moderate
295,Girl,1月5日,School,Government,No,Yes,Low,Rich,Mobile Data,4G,1月3日,Yes,Mobile,Low
296,Boy,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
297,Boy,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,3月6日,No,Tab,High
298,Girl,16-20,College,Government,No,No,High,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
299,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
300,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
301,Boy,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,3月6日,No,Computer,High
302,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,3月6日,Yes,Mobile,Moderate
303,Boy,1月5日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
304,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
305,Boy,21-25,University,Government,No,No,High,Poor,Mobile Data,4G,3月6日,No,Mobile,Moderate
306,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Computer,Low
307,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,Yes,Tab,Moderate
308,Boy,11月15日,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,1月3日,No,Mobile,Moderate
309,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Tab,Moderate
310,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,Yes,Mobile,Moderate
311,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
312,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
313,Boy,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Moderate
314,Boy,11月15日,School,Non Government,No,Yes,High,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
315,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
316,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
317,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Tab,Moderate
318,Girl,21-25,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
319,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,1月3日,No,Mobile,Low
320,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
321,Boy,11月15日,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,1月3日,No,Mobile,Moderate
322,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
323,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
324,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
325,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,3月6日,Yes,Mobile,Low
326,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
327,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
328,Boy,11月15日,School,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
329,Boy,21-25,University,Non Government,No,No,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
330,Girl,21-25,College,Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
331,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
332,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Wifi,3G,1月3日,No,Mobile,Low
333,Girl,21-25,University,Non Government,No,Yes,High,Poor,Wifi,4G,3月6日,No,Mobile,Low
334,Girl,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,1月3日,Yes,Mobile,Moderate
335,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Mobile,Moderate
336,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,Yes,Mobile,Moderate
337,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Low
338,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
339,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
340,Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
341,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
342,Girl,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
343,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
344,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
345,Girl,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,3月6日,Yes,Computer,Low
346,Boy,21-25,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,1月3日,Yes,Mobile,Moderate
347,Girl,26-30,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
348,Boy,6月10日,School,Non Government,No,Yes,Low,Rich,Wifi,4G,1月3日,No,Mobile,Moderate
349,Boy,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
350,Boy,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,3月6日,No,Mobile,Moderate
351,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
352,Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
353,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,3月6日,No,Mobile,Moderate
354,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,Yes,Computer,Moderate
355,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
356,Boy,16-20,College,Government,Yes,No,Low,Rich,Wifi,4G,0,No,Mobile,Low
357,Boy,16-20,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
358,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
359,Girl,6月10日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
360,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
361,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
362,Girl,6月10日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,High
363,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3月6日,No,Computer,Low
364,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
365,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Mobile Data,3G,1月3日,Yes,Mobile,Low
366,Boy,21-25,University,Non Government,No,Yes,Low,Rich,Wifi,4G,3月6日,No,Computer,High
367,Girl,16-20,College,Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
368,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
369,Girl,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,1月3日,No,Mobile,Moderate
370,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
371,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
372,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,3月6日,Yes,Mobile,Moderate
373,Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,Yes,Mobile,Low
374,Boy,26-30,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,1月3日,Yes,Mobile,Moderate
375,Boy,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
376,Girl,6月10日,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
377,Girl,11月15日,School,Non Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low
378,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,Yes,Mobile,Moderate
379,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
380,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
381,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
382,Boy,21-25,University,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Moderate
383,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
384,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Wifi,4G,3月6日,Yes,Computer,Moderate
385,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,1月3日,Yes,Mobile,Moderate
386,Boy,21-25,University,Government,Yes,No,High,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
387,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
388,Boy,11月15日,School,Non Government,No,Yes,High,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
389,Boy,26-30,University,Non Government,Yes,Yes,High,Poor,Mobile Data,3G,1月3日,Yes,Computer,Moderate
390,Girl,11月15日,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
391,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Mobile,High
392,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
393,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
394,Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Low
395,Girl,16-20,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Computer,Low
396,Boy,21-25,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
397,Girl,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Low
398,Boy,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,3月6日,No,Mobile,Low
399,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,1月3日,Yes,Computer,High
400,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low
401,Boy,16-20,School,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
402,Boy,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,1月3日,Yes,Mobile,Moderate
403,Boy,26-30,University,Government,Yes,Yes,Low,Mid,Wifi,4G,0,No,Computer,Low
404,Boy,16-20,College,Government,No,Yes,High,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
405,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Low
406,Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Low
407,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,Yes,Computer,High
408,Girl,1月5日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,No,Mobile,Moderate
409,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
410,Boy,26-30,University,Government,Yes,Yes,Low,Rich,Wifi,4G,1月3日,No,Mobile,High
411,Boy,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,1月3日,Yes,Computer,High
412,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,1月3日,Yes,Computer,High
413,Boy,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Tab,Moderate
414,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
415,Girl,1月5日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
416,Boy,26-30,University,Government,Yes,Yes,Low,Mid,Wifi,4G,0,No,Computer,Low
417,Boy,16-20,College,Government,No,No,High,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
418,Boy,26-30,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,1月3日,Yes,Mobile,Moderate
419,Boy,16-20,University,Government,No,Yes,Low,Mid,Wifi,3G,1月3日,Yes,Computer,Moderate
420,Girl,16-20,University,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,Yes,Mobile,Low
421,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
422,Girl,6月10日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
423,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Computer,Moderate
424,Girl,16-20,College,Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
425,Boy,1月5日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
426,Girl,26-30,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
427,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,3月6日,Yes,Mobile,Moderate
428,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,Yes,Computer,High
429,Boy,11月15日,School,Non Government,No,Yes,High,Mid,Wifi,4G,1月3日,No,Computer,Low
430,Boy,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
431,Boy,21-25,University,Government,No,No,High,Poor,Mobile Data,4G,3月6日,No,Mobile,Moderate
432,Girl,26-30,University,Government,Yes,Yes,Low,Poor,Mobile Data,4G,0,No,Computer,Low
433,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,High
434,Girl,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Low
435,Girl,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,1月3日,Yes,Mobile,Moderate
436,Girl,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,1月3日,No,Mobile,Low
437,Girl,26-30,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
438,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Tab,Moderate
439,Boy,11月15日,School,Non Government,No,Yes,High,Poor,Wifi,4G,1月3日,No,Mobile,Low
440,Girl,16-20,College,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,Yes,Mobile,Moderate
441,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,3月6日,Yes,Mobile,Moderate
442,Boy,16-20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
443,Girl,26-30,University,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
444,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
445,Boy,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
446,Girl,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,Yes,Mobile,Moderate
447,Boy,21-25,College,Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Low
448,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,3G,1月3日,Yes,Mobile,High
449,Boy,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,3月6日,No,Mobile,Low
450,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
451,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,3月6日,No,Mobile,Moderate
452,Girl,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,3月6日,No,Computer,High
453,Boy,1月5日,School,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
454,Girl,16-20,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,0,No,Mobile,Low
455,Boy,21-25,University,Government,No,No,High,Poor,Mobile Data,4G,3月6日,No,Mobile,Moderate
456,Girl,21-25,University,Government,No,Yes,Low,Poor,Mobile Data,4G,0,No,Mobile,Low
457,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
458,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
459,Boy,21-25,University,Government,No,No,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
460,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,3月6日,No,Computer,Moderate
461,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
462,Boy,21-25,University,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,Yes,Mobile,High
463,Boy,21-25,University,Non Government,Yes,No,High,Mid,Mobile Data,3G,3月6日,Yes,Mobile,High
464,Boy,21-25,University,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,Yes,Mobile,High
465,Girl,11月15日,School,Non Government,No,Yes,Low,Rich,Wifi,3G,1月3日,No,Mobile,High
466,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,1月3日,Yes,Computer,Moderate
467,Boy,21-25,College,Government,No,No,High,Poor,Mobile Data,3G,1月3日,Yes,Mobile,Low
468,Boy,11月15日,School,Government,No,No,Low,Poor,Mobile Data,3G,0,No,Mobile,Low
469,Girl,16-20,College,Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
470,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,1月3日,Yes,Mobile,Low
471,Boy,21-25,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,1月3日,Yes,Mobile,Moderate
472,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,Yes,Mobile,Low
473,Boy,11月15日,School,Government,No,No,Low,Poor,Mobile Data,3G,0,No,Mobile,Low
474,Boy,21-25,University,Non Government,No,No,Low,Mid,Wifi,4G,0,No,Mobile,Moderate
475,Girl,16-20,College,Non Government,No,No,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
476,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
477,Boy,21-25,University,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1月3日,Yes,Mobile,High
478,Girl,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
479,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Low
480,Boy,26-30,University,Non Government,No,Yes,Low,Mid,Wifi,4G,1月3日,Yes,Mobile,Moderate
481,Girl,16-20,College,Government,No,Yes,Low,Mid,Wifi,3G,1月3日,No,Mobile,Moderate
482,Boy,21-25,University,Government,No,No,High,Mid,Mobile Data,4G,1月3日,No,Mobile,Low
483,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
484,Boy,16-20,College,Government,No,Yes,High,Mid,Mobile Data,4G,1月3日,No,Mobile,Low
485,Boy,21-25,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,1月3日,No,Mobile,Moderate
486,Boy,16-20,School,Government,No,No,Low,Mid,Wifi,4G,1月3日,No,Mobile,Moderate
487,Girl,21-25,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3月6日,No,Computer,Moderate
488,Boy,21-25,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,1月3日,Yes,Computer,Moderate
489,Girl,21-25,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,1月3日,No,Mobile,Low
490,Girl,11月15日,School,Non Government,No,Yes,Low,Poor,Wifi,3G,1月3日,No,Mobile,Moderate
491,Boy,21-25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,1月3日,Yes,Computer,High
492,Boy,11月15日,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1月3日,No,Mobile,Moderate
493,Boy,16-20,College,Government,No,Yes,Low,Poor,Mobile Data,3G,1月3日,No,Mobile,Low
494,Girl,21-25,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,3月6日,No,Computer,High
495,Boy,21-25,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
496,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
497,Boy,11月15日,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low
498,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,1月3日,Yes,Mobile,Moderate
499,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1月3日,No,Computer,Moderate
500,Boy,21-25,University,Non Government,Yes,No,Low,Mid,Wifi,4G,3月6日,Yes,Computer,Moderate
501,Girl,16-20,College,Non Government,No,No,Low,Mid,Wifi,4G,1月3日,No,Mobile,Low
502,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,1月3日,No,Mobile,Low
503,Girl,16-20,College,Non Government,No,Yes,High,Mid,Wifi,4G,1月3日,No,Mobile,Low
504,Boy,21-25,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,3月6日,Yes,Computer,Low
505,Girl,16-20,College,Government,No,No,High,Poor,Mobile Data,4G,0,No,Mobile,Low
506,Boy,16-20,College,Government,No,No,High,Poor,Mobile Data,2G,1月3日,No,Mobile,Low
507,Girl,6月10日,School,Non Government,No,Yes,Low,Rich,Wifi,4G,1月3日,No,Mobile,High
